Feature,Type,Importance,Direction,Impact_Code,Component_A,Component_B,Normalized_Importance
person2_color=white & person3_color=white,Interaction,0.004161195061298863,Interference (-),NEG,person2_color=white,person3_color=white,0.0002648457082306047
person1_profession=low & person2_color=white,Interaction,0.003919221624114531,Synergy (+),POS,person1_profession=low,person2_color=white,0.00024944493383766516
person1_color=white & person1_gender=male,Interaction,0.0038673034215801513,Interference (-),NEG,person1_color=white,person1_gender=male,0.0002461405193803468
person1_profession=low & person3_gender=male,Interaction,0.003767682298676252,Interference (-),NEG,person1_profession=low,person3_gender=male,0.00023979997863146494
quantity_level=1vs1 & person2_profession=low,Interaction,0.0034988771552022834,Synergy (+),POS,quantity_level=1vs1,person2_profession=low,0.00022269145871094695
person1_gender=male & person3_gender=male,Interaction,0.0034113328674827232,Interference (-),NEG,person1_gender=male,person3_gender=male,0.00021711956685269948
person1_color=white & person3_gender=male,Interaction,0.003340956201564474,Synergy (+),POS,person1_color=white,person3_gender=male,0.0002126403348884547
quantity_level=1vs2 & person3_color=white,Interaction,0.003198824137819693,Interference (-),NEG,quantity_level=1vs2,person3_color=white,0.00020359411943105814
quantity_level=1vs1 & person3_profession=low,Interaction,0.0031902581718152596,Interference (-),NEG,quantity_level=1vs1,person3_profession=low,0.00020304892525013088
quantity_level=1vs2 & person2_profession=low,Interaction,0.0031592435810052803,Synergy (+),POS,quantity_level=1vs2,person2_profession=low,0.00020107495355508917
person3_profession=low & person3_gender=male,Interaction,0.0029808893725944514,Synergy (+),POS,person3_profession=low,person3_gender=male,0.00018972332356739744
person2_profession=low & person3_gender=male,Interaction,0.002935688386092764,Synergy (+),POS,person2_profession=low,person3_gender=male,0.00018684643673406916
person1_gender=male & person2_gender=male,Interaction,0.002869076924985173,Interference (-),NEG,person1_gender=male,person2_gender=male,0.0001826068470648916
person1_color=white & person2_profession=low,Interaction,0.002828456026296756,Interference (-),NEG,person1_color=white,person2_profession=low,0.00018002146701814623
quantity_level=1vs1 & person2_gender=male,Interaction,0.002826577929840537,Interference (-),NEG,quantity_level=1vs1,person2_gender=male,0.00017990193265872653
person1_gender=male & person2_profession=low,Interaction,0.0027398814706631365,Synergy (+),POS,person1_gender=male,person2_profession=low,0.00017438400216191458
person1_color=white & person3_profession=low,Interaction,0.002711666518759551,Interference (-),NEG,person1_color=white,person3_profession=low,0.00017258821782363724
person1_color=white & person1_profession=low,Interaction,0.0026911838681100554,Synergy (+),POS,person1_color=white,person1_profession=low,0.00017128456778133124
person1_profession=low & person1_gender=male,Interaction,0.0026059143943759425,Interference (-),NEG,person1_profession=low,person1_gender=male,0.00016585745998443958
quantity_level=1vs2 & person3_profession=low,Interaction,0.00253230938259976,Interference (-),NEG,quantity_level=1vs2,person3_profession=low,0.00016117275494513766
person1_color=white & person2_gender=male,Interaction,0.0025020327758619285,Synergy (+),POS,person1_color=white,person2_gender=male,0.0001592457533900129
person2_gender=male & person3_color=white,Interaction,0.002472681336449086,Interference (-),NEG,person2_gender=male,person3_color=white,0.00015737763554300778
person2_color=white & person2_gender=male,Interaction,0.002439786919293565,Synergy (+),POS,person2_color=white,person2_gender=male,0.00015528401938705964
person1_color=white & person2_color=white,Interaction,0.002410395183929316,Synergy (+),POS,person1_color=white,person2_color=white,0.0001534133368417811
person2_color=white & person3_gender=male,Interaction,0.0023362460354008855,Interference (-),NEG,person2_color=white,person3_gender=male,0.00014869399937564014
person1_color=white & person3_color=white,Interaction,0.002243592549920351,Synergy (+),POS,person1_color=white,person3_color=white,0.00014279692470823275
person3_color=white & person3_profession=low,Interaction,0.0022252438364947567,Interference (-),NEG,person3_color=white,person3_profession=low,0.00014162909240747896
person1_profession=low & person2_gender=male,Interaction,0.002045601340911397,Interference (-),NEG,person1_profession=low,person2_gender=male,0.0001301954673862483
person2_profession=low & person2_gender=male,Interaction,0.0020405061132648342,Interference (-),NEG,person2_profession=low,person2_gender=male,0.00012987117372666943
person2_gender=male & person3_gender=male,Interaction,0.0018414760662471912,Interference (-),NEG,person2_gender=male,person3_gender=male,0.00011720359794974713
quantity_level=1vs1 & person3_color=white,Interaction,0.0017152373374785764,Interference (-),NEG,quantity_level=1vs1,person3_color=white,0.00010916893842661988
quantity_level=1vs1 & person2_color=white,Interaction,0.0015778243716025517,Interference (-),NEG,quantity_level=1vs1,person2_color=white,0.00010042307726620987
person1_gender=male & person3_profession=low,Interaction,0.0014244768517804392,Synergy (+),POS,person1_gender=male,person3_profession=low,9.066303672631335e-05
person2_color=white & person2_profession=low,Interaction,0.0008561784701651802,Synergy (+),POS,person2_color=white,person2_profession=low,5.4492805543202325e-05
