Feature,Type,Importance,Direction,Impact_Code,Component_A,Component_B,Normalized_Importance
person1_profession=low & person3_profession=low,Interaction,0.015367412768598368,Interference (-),NEG,person1_profession=low,person3_profession=low,0.0014439424800722649
quantity_level=1vs2 & person3_gender=female,Interaction,0.015317741234123692,Interference (-),NEG,quantity_level=1vs2,person3_gender=female,0.0014392752768313318
person1_color=black & person3_profession=high,Interaction,0.014955410823590781,Interference (-),NEG,person1_color=black,person3_profession=high,0.001405230231027684
person1_profession=low & person3_profession=high,Interaction,0.014702021089351041,Interference (-),NEG,person1_profession=low,person3_profession=high,0.0013814213956178211
person1_gender=male & person3_gender=female,Interaction,0.014655956724911073,Interference (-),NEG,person1_gender=male,person3_gender=female,0.0013770931268562562
person1_profession=high & person3_color=black,Interaction,0.01454717589702151,Interference (-),NEG,person1_profession=high,person3_color=black,0.0013668719360304241
quantity_level=1vs1 & person1_gender=female,Interaction,0.014539359313576184,Synergy (+),POS,quantity_level=1vs1,person1_gender=female,0.0013661374794855464
person3_color=white & person3_profession=high,Interaction,0.014523717842920541,Synergy (+),POS,person3_color=white,person3_profession=high,0.001364667786163022
person2_gender=female & person3_color=white,Interaction,0.014291048353104274,Interference (-),NEG,person2_gender=female,person3_color=white,0.0013428058523930805
person2_gender=female & person3_profession=low,Interaction,0.014118750562707663,Synergy (+),POS,person2_gender=female,person3_profession=low,0.0013266165235501263
person2_color=black & person3_profession=low,Interaction,0.013889400413148442,Synergy (+),POS,person2_color=black,person3_profession=low,0.0013050664793919976
person1_color=white & person3_profession=high,Interaction,0.013885501512804413,Interference (-),NEG,person1_color=white,person3_profession=high,0.0013047001335459475
quantity_level=1vs2 & person3_gender=male,Interaction,0.013824598383814163,Interference (-),NEG,quantity_level=1vs2,person3_gender=male,0.0012989775947918614
person1_color=black & person2_gender=male,Interaction,0.013590233849340553,Synergy (+),POS,person1_color=black,person2_gender=male,0.001276956392378381
person1_gender=female & person3_gender=male,Interaction,0.013559579500278467,Interference (-),NEG,person1_gender=female,person3_gender=male,0.0012740760690945453
person2_color=white & person3_profession=high,Interaction,0.013480010872393393,Synergy (+),POS,person2_color=white,person3_profession=high,0.001266599695314888
quantity_level=1vs2 & person3_profession=low,Interaction,0.013475878793066165,Synergy (+),POS,quantity_level=1vs2,person3_profession=low,0.001266211439662394
person1_gender=male & person2_color=black,Interaction,0.013377815516495558,Synergy (+),POS,person1_gender=male,person2_color=black,0.0012569972841693683
person1_gender=female & person3_color=white,Interaction,0.013340203286631463,Synergy (+),POS,person1_gender=female,person3_color=white,0.0012534631891796127
person1_profession=high & person2_color=white,Interaction,0.013257090096661046,Interference (-),NEG,person1_profession=high,person2_color=white,0.0012456537636465245
person1_gender=female & person3_gender=female,Interaction,0.01323624312735109,Synergy (+),POS,person1_gender=female,person3_gender=female,0.001243694954768239
person1_profession=low & person3_gender=female,Interaction,0.012844670807456913,Synergy (+),POS,person1_profession=low,person3_gender=female,0.0012069023003878608
person1_profession=high & person3_profession=low,Interaction,0.01270327841335671,Interference (-),NEG,person1_profession=high,person3_profession=low,0.001193616883559754
person1_color=black & person3_gender=female,Interaction,0.012683172975629849,Synergy (+),POS,person1_color=black,person3_gender=female,0.0011917277499722456
person1_gender=female & person2_color=white,Interaction,0.012033910764070864,Synergy (+),POS,person1_gender=female,person2_color=white,0.0011307222116885758
person1_color=black & person3_profession=low,Interaction,0.011570698071010403,Interference (-),NEG,person1_color=black,person3_profession=low,0.0010871981328543427
person2_color=white & person3_gender=female,Interaction,0.011317101885525954,Interference (-),NEG,person2_color=white,person3_gender=female,0.0010633698990117843
person2_gender=male & person3_profession=low,Interaction,0.011188243665447411,Synergy (+),POS,person2_gender=male,person3_profession=low,0.0010512622097943703
quantity_level=1vs2 & person2_color=white,Interaction,0.0110998592749354,Interference (-),NEG,quantity_level=1vs2,person2_color=white,0.0010429574952690748
quantity_level=1vs2 & person1_gender=male,Interaction,0.010903759919162804,Synergy (+),POS,quantity_level=1vs2,person1_gender=male,0.001024531739783841
quantity_level=1vs2 & person2_color=black,Interaction,0.009660899238445732,Interference (-),NEG,quantity_level=1vs2,person2_color=black,0.0009077509022595167
quantity_level=1vs10 & quantity_level=1vs2,Interaction,0.006414147330305851,Synergy (+),POS,quantity_level=1vs10,quantity_level=1vs2,0.0006026817879582123
quantity_level=1vs2 & person1_gender=female,Interaction,0.005539947503884732,Synergy (+),POS,quantity_level=1vs2,person1_gender=female,0.0005205408131273277
quantity_level=1vs2 & quantity_level=1vs5,Interaction,0.0020399670166595316,Synergy (+),POS,quantity_level=1vs2,quantity_level=1vs5,0.0001916780057681528
