Feature,Type,Importance,Direction,Impact_Code,Component_A,Component_B,Normalized_Importance
person1_color=white & person1_profession=low,Interaction,0.008452459621091498,Interference (-),NEG,person1_color=white,person1_profession=low,0.0004248505863381577
quantity_level=1vs1 & person3_color=white,Interaction,0.008414764676996962,Interference (-),NEG,quantity_level=1vs1,person3_color=white,0.0004229559048113053
quantity_level=1vs10 & person1_color=white,Interaction,0.008338825143902521,Synergy (+),POS,quantity_level=1vs10,person1_color=white,0.0004191389146560477
person1_color=black & person3_color=white,Interaction,0.008069400948626787,Interference (-),NEG,person1_color=black,person3_color=white,0.0004055966994349354
person1_profession=low & person2_gender=female,Interaction,0.00805768315942038,Interference (-),NEG,person1_profession=low,person2_gender=female,0.0004050077218073456
person1_gender=female & person3_color=white,Interaction,0.007969548173276948,Synergy (+),POS,person1_gender=female,person3_color=white,0.0004005777449463491
quantity_level=1vs2 & person2_color=white,Interaction,0.007693211185553585,Synergy (+),POS,quantity_level=1vs2,person2_color=white,0.0003866880682694873
quantity_level=1vs2 & person2_profession=low,Interaction,0.007648522551831239,Synergy (+),POS,quantity_level=1vs2,person2_profession=low,0.0003844418591078116
person2_color=white & person3_profession=low,Interaction,0.0073063224991930945,Interference (-),NEG,person2_color=white,person3_profession=low,0.00036724167128964245
person1_color=white & person3_gender=male,Interaction,0.00711791119746946,Synergy (+),POS,person1_color=white,person3_gender=male,0.0003577714513065407
quantity_level=1vs10 & person2_color=white,Interaction,0.00684267902669339,Interference (-),NEG,quantity_level=1vs10,person2_color=white,0.0003439373066462628
person1_profession=low & person2_profession=low,Interaction,0.006370358636275134,Synergy (+),POS,person1_profession=low,person2_profession=low,0.00032019680934676183
quantity_level=1vs10 & person2_gender=male,Interaction,0.006354959292574275,Interference (-),NEG,quantity_level=1vs10,person2_gender=male,0.00031942278373838065
quantity_level=1vs2 & quantity_level=1vs5,Interaction,0.006125027376370854,Synergy (+),POS,quantity_level=1vs2,quantity_level=1vs5,0.0003078655904720418
person1_color=white & person2_profession=low,Interaction,0.005863826247384285,Interference (-),NEG,person1_color=white,person2_profession=low,0.0002947366957151566
quantity_level=1vs10 & person3_gender=male,Interaction,0.005347509340352308,Interference (-),NEG,quantity_level=1vs10,person3_gender=male,0.00026878477751356297
quantity_level=1vs10 & person3_color=white,Interaction,0.005312205258187852,Interference (-),NEG,quantity_level=1vs10,person3_color=white,0.0002670102691834347
person3_color=white & person3_gender=female,Interaction,0.005100088947380025,Interference (-),NEG,person3_color=white,person3_gender=female,0.0002563485514044203
person1_gender=male & person3_color=white,Interaction,0.005008225410525172,Interference (-),NEG,person1_gender=male,person3_color=white,0.00025173116436615593
quantity_level=1vs10 & person2_profession=low,Interaction,0.004313398777869042,Interference (-),NEG,quantity_level=1vs10,person2_profession=low,0.00021680671449943127
quantity_level=1vs5 & person1_gender=male,Interaction,0.003920183642642736,Synergy (+),POS,quantity_level=1vs5,person1_gender=male,0.00019704232777097253
quantity_level=1vs2 & person1_profession=low,Interaction,0.0038675021888606147,Interference (-),NEG,quantity_level=1vs2,person1_profession=low,0.00019439437113683122
person2_color=white & person3_color=white,Interaction,0.0038592511380174175,Interference (-),NEG,person2_color=white,person3_color=white,0.00019397964406970734
person2_profession=low & person3_profession=low,Interaction,0.003461545415227156,Interference (-),NEG,person2_profession=low,person3_profession=low,0.00017398954449018822
person1_color=white & person3_color=white,Interaction,0.0033552328570330197,Interference (-),NEG,person1_color=white,person3_color=white,0.00016864589841453201
person2_gender=male & person3_gender=male,Interaction,0.002777035846338267,Synergy (+),POS,person2_gender=male,person3_gender=male,0.0001395836668246088
person1_gender=male & person2_profession=low,Interaction,0.0025894568738082132,Interference (-),NEG,person1_gender=male,person2_profession=low,0.00013015528265756187
person2_gender=male & person3_color=white,Interaction,0.0025051922652873687,Synergy (+),POS,person2_gender=male,person3_color=white,0.00012591984469719535
person2_profession=low & person3_color=white,Interaction,0.0022752939061284417,Interference (-),NEG,person2_profession=low,person3_color=white,0.0001143643381268797
person1_profession=low & person2_color=white,Interaction,0.0016562178715113067,Interference (-),NEG,person1_profession=low,person2_color=white,8.32473818697107e-05
person1_gender=male & person2_gender=male,Interaction,0.001248745598094526,Synergy (+),POS,person1_gender=male,person2_gender=male,6.276638083118621e-05
person1_profession=low & person3_gender=male,Interaction,0.0009171687985580119,Synergy (+),POS,person1_profession=low,person3_gender=male,4.61001553756156e-05
person1_profession=low & person3_color=white,Interaction,0.0008163654618096466,Synergy (+),POS,person1_profession=low,person3_color=white,4.103342230119537e-05
person3_color=white & person3_profession=low,Interaction,0.00024656868203906386,Synergy (+),POS,person3_color=white,person3_profession=low,1.2393416098141108e-05
